Subject,AverageStudyTime,AverageBreakTime,PredictedGrade,PredictedKnowledgeLevel
Science,32,21,75,2
Science,71,19,99,3
Science,107,29,69,1
English,33,30,69,2
History,80,28,63,5
History,52,6,71,3
English,106,24,63,1
Science,42,29,77,4
Science,74,27,72,4
History,69,17,93,2
English,31,25,69,2
Math,95,30,94,5
Math,97,12,80,4
History,62,9,64,5
Science,61,22,96,4
History,53,11,65,2
Math,73,8,75,2
Science,88,17,81,1
History,65,25,61,5
English,107,8,62,2
History,58,17,97,5
English,99,26,82,3
Math,45,25,91,2
English,93,28,83,3
Math,87,8,79,4
Math,100,23,83,4
English,84,11,93,4
English,43,23,68,3
History,111,12,78,4
English,98,15,74,4
Math,35,22,98,1
Science,32,21,99,2
English,93,20,76,2
History,76,10,83,3
Science,51,16,79,2
English,76,9,80,4
Science,74,23,64,5
Math,58,13,70,4
Math,83,30,76,5
Science,98,25,85,3
History,107,26,93,1
History,119,27,96,4
English,95,9,83,1
English,92,28,69,4
Math,32,19,79,5
Math,66,15,85,5
History,98,8,99,5
Science,32,12,84,4
Science,57,23,79,1
Math,80,11,78,5
History,30,24,82,1
English,55,8,81,4
English,114,15,72,5
English,118,27,69,1
English,41,20,97,5
English,73,10,64,1
History,42,27,96,2
English,73,8,61,5
History,113,19,93,4
Math,93,6,90,2
English,31,27,89,3
English,66,7,88,1
History,53,21,98,2
English,116,30,98,2
English,69,7,87,2
Science,62,10,60,2
English,86,29,81,4
English,90,16,98,5
English,50,7,96,5
English,112,14,75,5
English,65,26,90,1
Science,43,26,94,3
English,101,15,60,2
History,120,7,95,2
History,76,7,63,5
Math,66,29,99,3
Math,82,23,77,3
History,93,27,98,1
English,94,7,81,2
Science,51,22,60,3
History,41,12,64,5
English,102,6,69,2
Math,74,8,99,3
Math,42,9,65,4
Science,74,18,80,3
Science,116,16,87,2
Science,112,15,90,3
Science,66,30,65,3
Math,76,21,77,4
Science,64,27,98,2
History,73,22,64,2
Science,84,8,60,5
Math,87,18,89,5
Science,58,6,63,3
English,81,12,98,1
Science,68,5,76,5
Math,59,25,95,1
Math,75,7,100,5
History,44,14,68,5
English,64,20,79,1
Math,62,24,60,2
Science,94,8,92,3
English,75,15,67,5
History,114,23,81,5
History,75,22,79,5
History,54,12,79,4
History,37,22,71,4
Science,45,19,66,5
English,95,10,95,2
Science,113,29,83,2
History,34,15,76,5
Science,92,27,85,2
English,50,28,72,2
Science,52,24,77,3
Science,31,5,96,1
Math,73,29,81,1
English,106,10,93,3
Math,87,14,74,4
Math,112,29,83,5
Math,105,9,66,1
Math,71,23,95,4
English,33,21,70,2
Science,102,5,100,2
English,36,15,77,3
History,46,24,72,5
History,96,11,72,5
English,78,19,81,1
Math,112,8,80,3
Science,88,16,100,1
History,37,27,70,1
Science,96,15,80,1
Math,108,6,79,2
History,76,6,97,2
History,103,6,88,3
History,57,19,86,1
Science,93,23,83,1
English,97,8,60,2
English,65,23,61,2
Math,84,29,77,2
History,91,29,72,2
History,63,8,79,4
History,38,14,68,1
English,103,21,61,4
Math,85,20,86,4
Science,63,30,99,2
English,111,27,84,4
History,87,23,88,4
English,39,14,89,4
Science,64,14,83,5
English,48,17,82,4
History,99,5,67,4
Math,76,13,80,2
Science,69,15,85,3
Math,97,28,83,4
Science,73,6,94,5
English,96,24,84,1
History,32,16,80,5
Science,55,29,89,1
Math,43,13,77,5
English,83,29,90,2
English,66,19,69,2
History,115,24,89,2
History,56,25,100,1
Math,79,17,71,4
Math,63,6,64,4
Math,68,6,73,1
English,83,7,65,3
English,92,12,99,5
History,73,23,87,2
English,32,15,88,1
Science,55,15,66,2
English,35,18,96,2
History,116,14,90,2
History,103,16,60,5
Science,92,28,91,3
Math,40,19,70,4
English,108,8,91,3
Math,97,17,85,4
Science,114,27,73,1
Science,38,19,65,4
Math,59,26,91,2
English,53,26,100,4
English,77,19,71,5
Math,60,10,68,2
Science,70,9,72,3
Math,49,14,61,5
Science,35,18,96,5
Math,48,18,99,2
Math,108,30,63,1
Science,38,5,69,3
Science,88,7,92,5
History,79,23,100,5
History,73,27,70,4
Math,32,21,79,4
Science,75,25,62,1
Science,114,16,64,5
Science,77,20,91,3
History,114,20,90,3
English,98,19,63,3
English,63,17,87,4
English,117,16,100,5
History,80,17,93,2
History,119,30,69,2
English,116,17,88,3
Math,104,9,84,3
Math,97,13,62,4
Science,70,20,78,2
History,115,16,83,5
History,111,10,93,3
Math,120,12,77,3
English,48,28,69,1
Science,106,6,96,4
Math,58,21,100,1
Science,108,18,80,4
English,118,13,67,3
History,118,27,97,2
English,118,20,64,3
History,56,5,79,3
Math,112,15,73,3
History,57,16,72,3
Science,57,16,66,1
English,52,26,84,5
History,46,20,83,3
English,66,25,87,3
Science,73,17,91,1
Math,31,18,68,2
History,52,17,69,2
Math,45,6,74,2
History,120,6,99,5
Math,99,18,68,3
History,42,10,100,5
English,39,24,92,3
Science,111,5,84,1
Math,55,30,66,4
Science,75,20,71,4
History,101,7,76,5
Science,104,27,82,4
Math,53,19,97,2
Math,105,17,96,3
Science,103,30,61,4
Math,58,12,88,5
English,79,6,80,3
History,67,17,77,4
Math,97,30,81,3
Math,69,14,89,2
History,60,27,85,1
Science,41,12,87,3
Science,86,12,69,1
Math,75,23,93,4
History,114,27,87,5
Math,47,27,60,1
Math,50,15,66,3
Math,36,16,92,4
History,48,24,72,2
English,57,17,85,5
English,79,30,96,4
History,56,10,93,3
Science,81,30,66,3
English,50,14,93,3
English,38,9,80,3
Science,58,8,67,3
Science,86,25,81,3
Science,81,17,76,2
History,68,19,95,1
History,100,12,99,1
History,76,9,60,3
History,77,30,72,1
Math,76,27,83,5
History,70,17,65,3
History,75,14,82,5
Science,103,28,86,4
English,113,7,80,1
English,88,13,63,5
Math,103,13,90,2
Science,70,14,90,3
Math,118,11,80,2
English,101,19,67,4
Science,92,29,70,3
Science,42,14,100,4
History,55,12,100,4
English,115,25,78,1
Math,83,7,72,5
Math,107,28,87,2
History,51,13,83,5
History,66,11,75,4
English,103,9,82,5
English,57,13,73,1
History,116,9,96,5
Science,31,7,68,3
English,40,10,94,5
History,51,6,69,4
Science,57,16,100,2
Science,82,28,80,2
Science,75,18,68,1
English,105,9,100,5
Science,92,14,76,2
History,44,21,69,4
Science,34,25,69,5
Science,35,8,60,4
History,68,21,92,2
Science,38,12,67,5
History,94,26,65,2
Math,34,30,82,2
Science,66,21,61,1
English,74,25,97,1
Math,119,29,82,2
Math,91,11,67,2
History,90,12,81,5
Science,38,26,97,3
English,113,20,74,5
Science,42,13,63,1
Science,65,6,83,2
Math,73,14,81,1
Math,76,6,68,4
English,119,28,85,2
Science,61,23,90,3
English,110,24,89,5
Science,91,25,68,3
English,104,26,79,5
History,108,18,94,5
Science,61,17,64,2
English,67,25,87,2
Math,38,6,81,4
Math,97,11,66,2
Math,57,22,93,2
Science,104,17,75,5
Science,71,19,70,5
Math,86,29,96,4
Science,61,13,61,5
History,85,22,94,1
Science,54,24,64,5
Science,73,13,79,1
Math,63,14,66,1
English,68,12,73,1
Math,106,10,67,1
Math,87,13,89,4
Science,100,25,81,2
History,107,11,86,2
Science,43,21,61,5
History,40,13,61,2
Math,98,22,100,5
Math,66,21,71,5
Math,120,24,65,3
Math,92,21,61,1
History,59,15,93,3
English,86,14,82,2
Math,49,12,86,3
English,78,27,84,5
Science,63,21,69,4
English,62,19,64,1
English,105,11,74,5
Math,116,13,80,3
History,116,28,93,4
English,88,27,71,5
English,57,16,64,4
Math,47,23,84,3
Math,78,21,72,2
Math,72,29,91,1
Science,42,11,99,1
History,96,6,80,5
English,69,6,93,1
English,103,18,66,1
English,77,8,76,4
History,40,10,88,1
Science,70,22,84,5
Math,30,24,69,5
English,68,22,88,2
Science,48,26,77,1
Math,104,21,81,1
History,104,21,95,1
English,38,14,95,3
Math,101,20,79,1
Math,112,29,69,3
History,55,14,62,2
English,101,10,90,2
History,63,5,85,5
Math,88,10,88,4
Science,64,12,88,2
Math,69,13,74,2
English,75,29,73,3
History,108,26,89,5
Math,77,26,100,3
English,75,16,76,1
History,104,28,84,5
History,75,5,82,1
History,54,28,85,4
Math,61,29,77,4
History,39,8,79,3
Science,99,23,68,1
Math,114,25,74,3
English,71,28,62,5
History,74,6,74,5
History,33,18,79,4
Math,45,10,72,5
English,92,20,88,1
History,107,7,96,5
Math,43,5,63,1
Math,58,7,70,4
Math,41,30,85,2
Science,118,17,61,1
History,78,8,98,2
Math,86,13,67,1
Science,120,17,81,1
Science,100,15,75,5
Science,97,16,75,3
English,67,13,92,3
History,100,29,87,3
History,95,6,87,5
Science,93,15,68,2
Science,103,24,83,2
English,104,23,95,1
English,100,16,67,3
English,102,29,74,2
Math,37,22,77,3
History,82,28,97,2
Math,84,24,81,4
History,81,21,73,4
Science,67,27,75,4
History,114,8,83,5
Math,41,9,74,1
History,75,10,96,1
History,69,16,62,2
English,69,12,64,2
Science,31,23,63,4
English,97,22,98,3
Math,44,26,100,1
English,65,26,98,4
Science,49,12,100,4
Math,120,25,79,4
English,104,29,62,3
English,119,17,68,1
History,109,23,63,1
History,91,14,74,5
English,48,8,76,1
Math,91,6,66,1
Math,113,15,96,1
Science,99,16,89,4
English,43,25,88,2
Math,48,16,64,5
Math,48,14,80,2
English,61,22,67,1
Math,88,21,70,5
History,36,22,63,5
History,59,8,77,5
History,108,21,91,3
History,80,19,90,1
History,37,17,90,1
Science,87,17,63,3
English,60,12,83,2
Math,63,21,63,4
History,55,21,97,5
English,33,27,73,4
English,45,23,67,4
English,95,28,76,1
Math,44,8,87,2
Science,112,29,65,5
Science,66,11,87,4
History,48,16,87,4
History,32,7,72,4
History,114,16,79,1
Science,87,27,97,3
Science,100,24,83,2
Math,75,15,60,5
English,96,27,74,2
English,109,16,70,3
Science,30,30,96,2
English,73,9,86,5
History,92,30,89,3
Science,58,12,65,5
Math,50,18,94,4
Science,100,7,72,5
History,120,15,61,5
History,105,24,86,4
History,57,20,78,4
Science,103,20,84,2
Math,40,9,66,4
English,62,7,70,1
History,58,27,63,5
English,89,25,66,3
English,115,28,66,2
English,67,18,72,3
English,94,26,90,5
History,91,19,84,2
Math,70,19,78,5
Math,69,8,68,4
English,90,27,68,5
History,71,26,66,1
History,115,6,83,4
English,113,21,93,2
Math,42,13,100,3
Science,102,18,85,1
Science,70,26,82,5
History,71,28,61,3
Science,44,12,66,4
Science,68,21,80,3
Math,112,12,70,5
English,48,21,82,4
Math,82,16,76,1
History,59,8,91,3
English,72,10,65,5
Math,87,16,72,1
Math,30,27,92,1
History,97,10,85,5
Math,31,23,75,4
Science,114,10,84,2
Science,111,17,83,3
Science,68,30,85,2
Science,116,6,93,5
History,79,14,60,1
English,117,14,83,1
Math,30,5,62,5
History,101,18,76,3
English,37,15,100,3
History,37,29,86,3
Math,31,7,83,2
Science,111,26,82,1
Science,69,28,74,2
Science,52,21,60,2
Math,103,24,87,4
Math,107,27,80,2
Science,93,21,99,4
History,46,23,83,2
Science,51,8,81,1
Math,54,23,85,4
Math,77,14,98,2
English,83,7,86,2
Science,64,7,73,2
Math,76,15,69,4
History,41,7,97,3
Science,88,24,85,3
Science,117,20,71,2
English,114,20,98,4
English,85,6,65,1
History,105,6,98,1
Science,109,13,86,4
Math,111,25,87,3
English,38,17,88,3
Math,68,27,80,4
Math,100,12,98,5
English,99,13,94,4
Math,61,13,90,5
English,86,10,65,4
Science,78,26,60,2
English,101,16,75,1
English,58,30,69,1
History,51,19,78,5
English,46,5,84,2
History,82,14,92,4
Science,91,11,60,4
History,72,26,97,1
English,52,15,89,2
English,100,15,61,2
English,88,8,73,1
History,51,9,93,3
Science,74,25,66,1
History,113,6,76,1
English,89,21,80,2
Math,93,12,72,2
History,61,7,76,1
Science,56,24,69,4
History,88,17,77,3
History,89,15,77,2
English,87,19,95,5
Science,39,22,89,3
History,83,23,87,5
English,97,17,92,5
Math,46,18,78,2
Math,101,25,99,5
English,76,21,77,5
English,49,10,60,1
Science,57,5,92,3
English,101,13,88,1
Science,99,13,77,3
Science,102,11,68,1
History,66,20,97,3
Science,67,23,69,1
Math,96,29,91,1
Math,94,22,77,2
Math,107,27,79,2
Science,86,25,84,1
Science,82,21,85,5
English,106,14,60,1
Science,31,22,79,5
English,105,25,79,2
Science,59,20,84,4
History,96,25,78,3
English,102,14,68,3
English,74,9,94,4
Science,36,22,70,3
English,80,22,81,5
Science,89,9,68,4
Science,46,28,62,4
History,85,30,70,5
History,63,28,95,1
History,120,28,60,1
History,78,7,95,1
Science,51,15,97,2
Science,75,17,98,1
English,43,12,69,5
Math,99,28,77,1
English,33,14,100,2
Math,66,16,96,4
Math,37,26,91,1
History,61,26,93,5
History,65,11,62,2
History,66,25,85,3
History,60,27,88,3
Math,44,9,71,1
English,95,13,60,2
History,36,22,64,2
History,71,30,98,2
English,52,29,64,4
English,52,15,94,1
History,61,7,79,2
History,110,7,61,1
History,88,5,91,4
English,81,28,77,2
Math,98,24,68,2
History,55,7,67,4
Math,79,8,65,2
English,40,9,94,2
English,109,20,72,5
History,84,30,93,3
Math,88,5,97,4
History,65,13,78,3
Science,95,10,97,3
History,91,8,63,2
English,73,5,64,5
English,106,15,90,5
History,117,26,72,2
Math,47,6,77,2
Math,103,21,80,2
English,64,29,88,1
History,105,19,75,2
History,95,17,84,3
History,30,9,79,1
Science,112,30,64,5
Math,35,28,60,3
English,72,29,92,2
Math,51,14,62,1
English,64,15,69,3
Science,87,9,62,3
Math,41,9,94,2
History,113,6,97,5
History,41,24,65,5
Math,53,22,94,5
Science,117,10,73,2
History,49,14,70,1
Math,92,21,98,2
History,65,30,98,5
History,59,25,63,2
English,104,24,77,2
English,116,23,69,3
Science,65,26,70,4
Science,31,21,60,5
History,48,7,77,5
English,62,20,91,4
History,98,6,79,1
Math,96,9,89,5
English,79,7,81,4
History,82,17,93,4
Science,118,26,62,4
History,116,20,85,3
History,113,17,82,1
Science,72,12,76,1
Math,45,22,84,5
Math,72,7,66,2
Math,36,21,90,2
Math,119,30,80,1
Science,44,24,98,1
Science,58,24,91,1
Math,62,28,78,2
English,81,7,89,5
Science,58,15,68,3
English,82,29,87,4
Science,87,23,83,3
English,86,9,82,1
History,88,19,79,5
English,117,14,89,4
Math,83,8,66,4
English,97,19,65,4
English,83,14,76,1
History,32,5,85,4
History,52,6,63,3
English,51,18,88,3
History,36,19,83,1
History,73,23,88,1
Science,74,29,97,2
Math,93,17,96,4
English,80,10,89,4
History,105,19,98,4
Math,115,22,74,1
Science,91,24,85,1
History,108,27,75,4
Math,68,7,70,5
English,88,18,100,5
Math,98,17,83,1
Science,96,25,98,4
English,67,30,61,2
English,30,29,81,3
History,43,24,96,5
Math,117,11,69,4
Science,92,15,94,1
History,38,8,84,1
History,41,13,92,4
Math,43,11,90,3
English,65,25,95,1
Math,62,20,60,2
English,86,16,100,3
English,108,27,97,3
Science,31,21,96,3
History,42,16,97,5
Math,54,8,70,2
English,114,23,78,5
English,71,22,68,4
History,71,6,90,1
Science,63,8,80,2
English,46,6,100,1
English,89,22,97,4
Math,95,11,82,2
English,41,15,67,5
Science,40,23,98,2
Science,118,16,66,2
Math,72,22,96,5
Math,91,12,70,3
History,110,24,90,4
Science,51,6,92,5
Science,90,26,78,4
Math,68,12,80,3
English,77,28,73,4
Science,116,16,62,2
Math,69,18,92,5
Math,62,13,93,1
Math,39,14,86,5
History,98,6,99,1
Math,77,25,82,1
English,93,19,79,4
Science,79,30,66,1
Math,75,25,79,5
Science,40,8,69,5
History,95,25,94,2
History,37,22,93,4
Math,36,17,83,2
Science,97,19,74,5
History,118,29,66,1
Science,67,26,72,4
English,40,25,85,1
Science,79,14,85,2
History,43,24,81,1
Math,115,26,80,2
Math,74,16,62,4
Science,78,10,97,3
Science,69,8,65,5
Math,101,21,82,4
Science,94,20,98,3
Math,79,29,75,1
Science,41,17,65,4
History,30,26,94,3
History,82,23,80,2
History,66,16,70,5
Math,61,5,77,5
English,66,26,99,2
Science,53,20,69,5
Science,67,25,92,5
History,82,25,71,2
Math,60,9,61,1
English,113,10,89,3
History,69,12,73,1
Math,34,14,67,1
Science,80,15,61,4
History,57,27,62,3
Science,68,5,66,4
Science,31,25,96,4
Math,114,18,99,4
Math,62,19,77,3
Science,81,5,98,4
Math,63,10,81,1
Math,52,9,82,4
English,59,9,89,2
Science,85,28,92,4
English,43,10,88,1
English,35,17,89,1
History,39,5,88,1
Science,114,26,78,1
Math,34,30,96,1
Science,53,17,88,3
Science,95,17,75,2
Science,81,27,89,5
History,54,15,97,3
History,91,21,66,2
Science,95,21,82,5
Science,119,22,64,2
Math,94,17,83,5
English,104,23,89,3
History,72,22,68,3
History,38,24,77,5
History,37,29,63,5
English,63,19,60,5
English,56,30,74,1
Science,38,17,100,3
History,82,26,91,1
Math,85,8,71,2
History,62,20,100,5
English,100,28,82,2
Math,113,15,82,5
English,64,28,77,3
Science,83,26,82,5
Math,61,12,70,5
Math,41,16,87,5
Science,108,7,63,2
Science,81,7,98,3
Math,104,6,87,5
Math,91,23,78,1
English,120,21,65,4
History,72,12,82,1
History,99,26,76,2
History,30,18,78,1
English,61,18,73,3
History,105,23,68,2
History,39,15,92,2
Science,45,29,90,2
English,105,14,63,1
Math,63,26,68,4
Science,120,22,76,4
Science,40,6,73,3
English,76,16,86,1
Math,31,11,80,2
History,116,27,68,2
English,57,7,80,2
English,119,16,67,3
Science,54,5,81,1
English,108,8,63,1
Science,79,5,60,2
Science,57,22,80,1
English,55,24,70,1
History,46,25,67,3
Math,71,16,94,2
Math,108,15,60,4
English,116,16,86,4
History,86,6,97,3
History,32,17,96,2
English,118,21,91,3
Science,112,8,80,4
History,31,11,78,1
Math,56,17,66,5
Math,120,30,91,4
Science,53,22,67,1
Math,31,6,90,4
History,32,5,98,4
History,59,10,85,2
Math,52,19,80,3
Science,52,15,81,4
English,83,8,92,2
Science,105,21,63,2
English,98,30,63,2
Science,35,15,90,3
History,102,23,95,2
English,111,20,92,5
Science,66,10,73,3
English,118,13,74,1
Math,106,9,98,1
History,108,15,82,2
Science,66,11,85,2
English,114,15,81,5
History,62,5,94,3
Math,61,8,78,1
Science,117,10,90,5
History,98,10,91,1
History,90,17,66,5
English,66,6,88,2
English,79,22,94,3
English,89,17,72,4
Science,98,27,66,5
History,34,17,94,1
History,77,8,61,5
Math,58,18,98,1
English,74,18,67,2
Science,116,5,73,4
History,109,6,73,5
English,95,15,76,1
English,60,21,75,4
Science,65,24,60,4
History,111,26,63,2
Science,37,27,92,3
Science,32,20,62,3
English,93,25,69,5
Science,64,15,81,5
Math,92,17,91,2
History,94,26,92,4
Science,94,26,83,1
Math,46,12,65,2
Science,48,7,81,5
English,76,19,82,3
Math,63,7,80,4
History,81,8,70,4
Science,60,23,71,4
Science,34,20,69,1
Science,118,13,62,5
Math,72,22,85,4
English,94,8,69,1
History,67,27,84,4
History,84,28,71,4
History,99,11,96,5
Science,54,26,95,4
History,42,9,84,5
Science,77,18,83,1
Math,98,20,89,1
Math,46,9,76,1
English,105,11,90,3
Science,36,19,68,4
History,69,29,64,1
English,94,12,66,2
Science,38,24,75,5
Math,105,21,71,5
Math,112,29,94,1
Math,50,25,90,3
Science,82,17,87,5
Science,101,12,71,1
Math,59,11,82,1
Science,47,21,89,2
English,95,20,74,4
Science,66,23,87,1
Math,37,9,66,5
History,58,24,95,5
Math,54,6,98,1
Science,91,29,96,5
Science,112,5,69,1
History,47,12,88,5
Math,53,10,73,1
Science,50,18,76,3
Science,78,28,78,2
Science,71,13,82,4
Math,57,21,79,3
Math,43,28,63,1
English,116,20,93,3
History,64,30,95,4
English,32,30,80,4
English,94,6,95,3
English,69,22,99,4
Math,50,25,64,4
English,117,19,69,5
History,101,8,92,5
History,79,19,88,1
Science,112,8,63,5
Science,120,14,63,4
Science,73,16,84,4
History,38,19,94,1
Math,93,21,79,3
History,54,5,71,4
History,44,13,70,5
Science,79,23,82,1
History,100,23,99,5
Science,108,9,80,3
Math,70,20,84,1
History,48,19,100,4
English,103,30,96,4
Math,69,6,75,5
Science,41,10,74,2
History,67,19,92,3
English,94,21,95,3
English,99,15,66,2
English,78,11,90,2
Math,107,23,97,1
History,54,25,73,4
Science,68,21,99,2
Science,50,8,64,2
English,107,19,60,5
Math,63,21,91,2
History,43,15,77,1
History,86,15,90,4
History,55,30,89,4
Math,82,27,69,1
History,111,18,98,3
Math,50,13,73,1
History,67,17,67,4
Science,62,11,87,2
Science,112,24,83,1
Science,101,28,61,4
History,69,15,75,2
History,110,15,82,2
Math,84,27,82,2
Science,78,10,99,2
Science,84,25,63,1
History,82,6,93,1
Math,115,5,93,3
Math,69,17,100,3
Math,45,23,79,3
English,52,26,67,1
History,118,22,91,3
English,56,30,90,4
Math,46,16,67,1
Science,34,25,79,5
Math,116,19,97,5
Science,37,19,74,3
Math,40,22,93,1
History,80,9,74,4
History,44,30,73,3
Science,71,5,94,1
Science,120,5,86,4
English,95,6,77,5
Math,117,11,60,1
Science,103,12,69,4
Math,100,7,88,1
English,81,6,78,1
Math,92,28,99,2
Science,31,16,98,4
History,81,16,88,3
Math,71,17,82,3
Math,44,11,62,2
History,42,27,73,2
Math,104,21,62,1
English,50,16,96,1
Science,66,13,90,3
Math,79,23,89,1
English,43,18,89,1
English,114,21,98,1
English,91,25,83,1
Math,108,14,98,3
History,35,15,99,4
History,35,9,67,4
Math,55,20,69,3
Science,56,19,87,4
Math,104,7,93,3
Math,69,25,67,3
Math,69,21,94,3
English,50,16,92,4
Math,33,21,71,2
Science,106,12,75,2
English,91,14,69,2
Math,120,6,83,3
Science,44,12,67,4
English,61,16,66,5
Science,75,9,92,3
History,108,12,82,2
Science,106,30,82,5
Science,118,15,84,3
English,112,12,81,3
Math,47,6,88,4
Math,83,30,70,2
History,61,12,83,3
Science,115,22,66,3
History,51,14,63,4
English,117,11,76,3
Science,73,21,75,3
Math,80,7,68,4
History,75,13,74,2
History,115,14,66,1
Math,46,6,96,1
Math,83,25,100,5
History,61,18,89,1
History,68,30,60,4
Science,61,7,65,2
English,47,27,95,1
Science,59,21,99,4
History,110,23,68,4
Science,91,25,98,1
Science,95,25,74,2
History,79,11,80,3
History,41,26,61,1
History,77,25,92,2
History,75,9,69,3
History,64,19,86,5
Math,100,20,99,3
Science,88,8,91,1
Science,41,9,71,3
Science,68,7,65,1
Math,104,14,79,4
Science,52,30,95,2
English,74,8,61,5
English,73,21,99,4
English,52,16,75,2
Science,78,28,69,5
History,115,23,86,1
Science,92,12,96,3
English,41,18,97,1
Math,86,24,87,5
History,103,12,94,2
History,79,21,100,4
Math,65,10,60,1
Math,113,23,92,3
Math,35,15,69,3
Math,37,8,75,3
English,41,29,64,5
Math,94,5,92,2
English,104,30,99,5
History,118,26,65,1
Science,116,14,75,4
English,106,8,100,1
English,46,24,68,2
History,89,28,82,1
Math,102,22,99,3
English,34,25,86,4
English,100,15,81,1
Math,100,14,65,5
Math,107,20,91,5
History,101,30,75,4
History,85,19,75,1
Science,74,7,62,3
English,119,23,87,2
Math,79,7,69,1
Math,52,23,91,2
Science,120,17,79,2
History,71,23,96,3
Math,78,11,62,3
Science,115,27,86,3
English,117,9,94,2
English,78,17,60,3
Math,50,17,70,2
English,64,21,77,4
History,119,5,86,4
History,58,14,62,2
Science,52,23,69,1
Math,95,5,88,4
Math,98,23,99,4
English,41,15,90,1
Math,101,13,88,2
Math,110,5,92,5
Math,56,27,72,1
Math,83,13,87,3
Math,47,11,86,1
History,85,5,71,3
Science,58,26,100,3
English,114,30,92,1
English,74,18,82,5
English,46,26,89,3
History,93,27,71,5
History,82,12,88,1
History,104,12,71,3
History,106,7,73,1
History,41,25,62,3
History,71,24,64,5
History,47,18,76,2
Science,110,13,64,4
Science,52,26,86,5
English,67,19,100,5
English,48,10,77,4
English,89,6,84,3
Science,33,5,74,4
Math,110,14,77,5
History,81,23,80,1
English,87,24,70,4
English,54,22,60,4
History,38,13,77,1
Math,52,11,81,3
Math,51,6,92,4
English,93,9,66,2
Science,53,29,98,3
History,54,10,68,2
History,95,5,62,2
Science,61,30,96,4
Math,55,6,80,1
English,61,18,71,1
Math,69,10,76,1
English,83,16,88,3
Math,59,10,86,2
English,90,10,85,4
Science,72,21,91,4
Math,46,8,81,5
Math,110,6,87,5
Math,43,23,69,5
English,50,18,68,3
Math,43,15,83,1
English,62,17,83,5
English,41,24,87,3
Math,38,19,78,4
History,105,28,83,2
Math,49,12,96,2
English,102,29,66,4
History,55,6,73,5
English,39,23,90,3
Math,79,16,71,2
Science,36,26,94,1
Math,95,20,93,4
English,42,21,62,5
English,68,22,86,2
Science,64,22,80,1
History,116,30,73,3
Math,94,28,95,1
Math,105,18,66,4
History,98,14,87,2
History,113,15,78,1
English,99,24,80,4
English,65,28,67,5
English,59,10,95,5
Math,34,19,100,5
English,43,22,66,1
English,59,17,82,4
English,48,30,96,4
English,110,28,74,3
English,80,13,86,5
Science,95,15,88,1
English,71,28,73,4
English,104,8,90,5
Science,56,21,84,5
Math,103,30,95,2
Math,99,15,100,4
Science,109,18,97,3
Science,101,12,69,5
History,48,28,88,1
English,47,7,80,4
Math,83,25,73,4
Science,114,20,76,1
English,112,16,94,1
History,52,7,83,1
Math,53,26,80,4
Science,117,5,85,5
History,96,18,88,5
Math,73,29,90,4
English,111,21,100,1
Science,32,30,73,2
History,102,29,70,5
Math,88,27,73,4
English,55,30,88,1
History,100,17,68,5
English,34,29,72,3
Math,112,19,88,3
Math,69,8,77,3
Science,115,28,91,1
English,114,14,97,4
History,49,10,100,2
History,46,29,100,5
Math,69,7,66,2
Science,92,29,74,3
History,78,19,62,1
Math,68,15,82,1
Science,33,14,68,3
English,114,12,73,2
History,49,6,68,2
Science,50,30,73,4
Science,44,27,88,4
Math,31,8,78,4
Science,48,9,82,1
History,108,5,80,2
English,78,7,76,4
Math,63,22,82,2
Science,86,19,82,3
Science,54,16,85,2
History,86,28,86,1
Science,115,24,76,1
History,103,27,66,4
Science,119,8,80,5
History,52,26,64,1
Math,94,21,90,2
Math,33,6,81,3
Math,93,30,73,3
Science,52,26,95,2
Math,105,29,90,1
History,111,30,79,5
Math,47,29,87,3
English,107,14,97,1
English,59,8,97,3
Science,110,16,65,5
English,71,20,64,3
Science,114,9,67,4
History,45,20,98,1
History,116,19,73,5
Math,105,13,96,5
History,54,10,65,1
Science,66,19,83,4
History,50,19,96,4
English,89,13,83,4
English,93,16,69,3
English,73,18,87,3
History,76,24,95,5
Science,58,29,66,2
Science,104,26,93,5
Math,48,16,70,5
History,81,9,62,3
History,42,25,77,5
English,93,6,60,1
History,56,15,88,1
English,119,17,72,3
Math,106,28,66,1
English,59,12,74,2
English,66,12,72,3
Math,49,23,66,3
English,46,25,76,3
Math,39,17,95,1
English,64,23,80,1
Science,91,30,91,2
Math,80,18,97,5
History,107,15,63,1
English,40,17,76,4
Science,34,18,70,3
Science,56,23,87,3
Math,71,24,99,4
Science,31,6,87,4
Math,41,13,76,3
Math,89,17,99,5
English,32,20,73,5
Science,70,17,66,1
English,56,21,75,4
English,97,21,75,5
Science,117,27,63,5
History,44,23,82,1
Math,72,28,89,1
Math,71,20,72,5
English,72,27,88,5
Science,113,16,71,5
Science,111,6,98,2
Math,53,25,100,4
Math,91,18,74,2
History,33,26,87,5
Math,108,8,99,1
Math,56,7,94,2
Science,65,22,84,3
Science,109,8,83,4
Math,91,18,79,3
Science,101,8,74,1
Science,82,11,68,4
History,58,13,70,3
History,84,14,95,4
Science,100,14,93,3
English,67,17,91,2
Science,80,11,87,3
History,38,30,69,4
Math,54,7,93,3
History,80,8,68,1
Math,46,26,99,5
Science,45,22,97,1
History,36,10,72,5
English,47,26,70,1
English,54,9,65,5
History,101,22,64,3
Science,103,19,79,5
English,97,26,95,2
English,56,27,84,3
Math,107,27,69,3
Math,63,12,88,5
